id,GMCSF,MCF7,T47D,MDA-MB-231,UIVC1,UIVC4
1871,0,0,0,3.133428029,0,0
1872,0,1.911528083,4.226430449,2.57057394,2.873800248,0
1873,15.28795856,17.23347624,16.98483699,18.23304128,15.80395458,18.83132228
1883,0,0.48526771,0,0,0.952144006,0
1884,0.478992352,0.957196994,1.406354257,0,0.960939647,1.484556509
1885,0,0.479630462,0,0,0,0
1920,10.10562088,5.800453589,10.36874532,12.86260305,8.999393913,10.91168835
1922,5.26051126,4.841023503,1.430737123,0,4.296890908,2.471757732
1933,6.696445736,5.809228204,5.618480875,5.209186399,5.720201078,4.514826665
1935,8.541741317,8.137206414,8.894356444,8.80493713,9.993557915,10.50903243
1936,0.955709849,0.957196994,0.936413479,1.044045524,0.947475117,0.991635307
1945,2.847247106,3.375735103,2.812383653,2.582403886,1.440965797,0
1961,308.6245619,230.7587598,254.7930107,318.0127627,262.3790819,278.0109937
1962,10.01148073,10.03236755,9.933508423,2.60387792,11.81762048,0.991622849
1986,2.881188332,1.443622723,1.880400723,2.586285658,2.836375657,2.478097867
1988,9.624567856,8.18307987,8.581563311,7.830556669,6.705533912,7.534414301
1990,4.784929182,2.894948259,2.811171437,3.646833059,2.836375657,1.495819635
2015,0,0,0,0.521970647,0,0
2016,0.473500291,0,0,0,0,0
2022,0.949313644,0.959430085,0,0,0.95237718,0
2024,3.802806112,6.700838937,9.879059782,2.586285658,5.747600496,2.478122784
2026,23.7559725,22.50066912,21.58292712,19.27991888,21.53987434,24.29380053
2030,1.922151434,1.434848107,0,0,1.906417018,0
2064,26.94879,33.88716452,30.55618992,22.26848323,31.48281558,19.02789369
2070,17.67743411,8.734818788,0,7.197607031,0,14.37774647
2074,0,7.165561914,13.12842256,5.218075187,12.41998435,0.507116542
2087,6.20302866,3.88670199,6.137237097,6.251023679,1.435409562,3.96461026
2088,1.439388463,3.364811978,0,1.565748813,6.184981891,2.991032229
2136,13.36404203,18.15352251,10.84216284,9.841289923,6.687683881,6.937855576
2140,5.701433401,5.267192874,5.682100045,6.729648628,6.184981891,5.519820288
2143,1.909148861,3.821794212,3.283130528,2.088417303,2.851081846,2.00779936
2152,6.685677127,9.094403408,8.049097123,12.92976435,10.42222629,10.52179743
2153,5.26051126,8.684844778,8.900149443,11.91399551,7.15312005,9.552547065
2155,9.067636731,11.46538264,12.73275271,17.08763625,9.53031353,11.57067983
2156,1.426746234,0,0,0,2.366703482,0
2157,13.43273179,11.68186647,11.79948245,13.46698999,7.146908621,20.5818417
2159,0,0,0.469778347,1.042000408,0,0
2174,2.863723291,2.894948259,3.748228583,3.12551184,2.868812276,3.011661664
2177,3.31912816,2.415233217,2.820601085,1.552089806,1.908508387,1.987107632
2213,1.909148861,0.477566532,2.820601085,1.043615037,1.42759489,0
2234,13.83724674,14.47435991,13.58543517,15.14115913,16.26677694,14.02338351
2235,7.199310009,7.18656053,7.970666063,9.327175135,7.182354864,7.585267935
2237,3.340717907,5.745074895,2.350822737,2.067015706,0.957046069,1.00389968
2239,12.40946759,14.96840939,14.67013918,17.61067921,14.76267763,16.84685803
2241,15.36072607,18.83263415,18.39403775,19.16071631,21.51887019,21.61500755
2249,0,1.443622723,1.42179087,0,0,0.993566275
2250,1.428305997,1.435479084,0.47659466,1.043778166,0.955383412,0.494351546
2252,5.694494211,6.210573339,4.205040144,6.222983431,5.71795236,3.011699039
2254,3.338212437,2.894694517,2.357087685,3.625126158,3.336103277,2.472758978
2260,2.887370357,3.366069261,1.894033348,3.653305144,3.831733664,3.011699039
2262,3.792628451,4.777242765,3.78549203,3.646833059,4.286808082,3.561915443
2268,3.800955601,5.296924358,5.217850677,5.209186399,6.207657731,3.011699039
2271,15.27660116,8.120839468,7.555797862,4.698805254,10.47407773,4.57917344
2273,2.375828603,3.8291263,4.685285729,3.099763124,1.894950235,2.498789594
2276,0,0,1.403898364,0,0,0
2288,2.386777983,2.904614102,1.889756992,3.654596602,1.904754361,2.503337547
2307,45.71722341,67.97464405,71.67919133,79.81043597,64.62820106,83.29543482
2309,0.953649175,1.433330574,1.410182638,0.521970647,0.954254193,1.006912133
2312,21.46612054,11.46475166,9.898933049,17.18764848,9.542541934,8.431796561
2313,0,4.300938187,0,0,0,0
2314,30.54638177,19.15374653,14.95362005,27.47387533,6.634160297,4.459425055
2342,2.863659953,1.915194127,1.403692277,2.087556331,2.374061927,0.993553816
2344,4.812283928,7.181061464,4.715446227,13.4544236,6.193541774,8.031197438
2411,1.904985286,1.910897106,2.820601085,3.110689642,2.378180562,3.001365634
2412,1.430717403,2.409426806,2.383608729,5.184482736,5.225143772,6.937855576
2414,0.96004538,1.915024965,1.894033348,2.585959401,3.801442461,5.086289982
2482,0,0,2.79981079,0,0,0
2484,1.9004778,2.409678913,2.820601085,2.088091047,3.336103277,2.510594945
2485,5.253206069,9.624111622,6.61836,9.89997432,8.649344171,11.40654052
2486,2.880136139,3.837382017,3.29727765,4.698805254,3.354713745,3.509833041
2533,77.33142103,91.24581005,83.67847585,100.9056251,87.3104723,78.33189064
2549,3.814596698,2.410625378,1.894033348,4.134718785,1.425149209,1.001968712
2551,0,0,1.866540527,0,0,2.966109278
2577,18.16515103,12.42083119,13.12842256,14.58800571,12.76430187,12.20709596
2580,0,0,0,0,0,0
2586,19.91129937,22.9804965,21.1125051,25.89428001,19.8546296,20.82434145
2587,21.48138937,21.21648529,23.14505002,26.61626166,21.41928599,25.04946721
2589,6.211020305,4.783921041,3.778243126,4.168001632,4.734136182,2.51063232
2636,0.956060581,0.96812012,0.47659466,0,0.954254193,1.503682812
2648,3.841584443,8.135819131,4.735083371,6.736305184,7.116082279,6.924426012
2649,3.818297722,3.872480479,5.244447547,5.211942926,3.809508722,3.964538735
2725,1.909148861,2.398406051,1.889756992,2.61038795,2.401905444,3.956814864
2731,18.98164737,15.5801179,16.92425018,14.49448312,14.89589555,9.035097118
2733,16.32432248,13.88305678,14.04305897,15.14115913,15.80784815,15.25584504
2737,13.8739445,10.62661809,13.63193974,15.53935872,10.92730746,15.05961507
2738,0,0,0,0,0,0
2739,0,0,0,0,0,0
2750,24.81083353,25.17332222,26.97503887,31.32093522,29.51646418,37.66068639
2752,17.06682803,15.58656179,16.53090055,18.27351773,21.14155958,15.86037474
2755,1.924913571,3.375735103,3.786762888,4.148655621,4.761885902,4.967769081
2757,4.29749622,8.208855451,9.346012531,8.875032679,5.765637883,7.432207123
2815,7.150201044,7.790058948,8.526009497,6.252002448,9.030265456,7.525802549
2816,0.475582078,0.48526771,0.940200362,0,0.950360615,1.004993624
2887,6.737197499,9.184782733,8.004737938,8.858171889,6.687352155,5.019498399
2890,2.406317329,1.438891385,0.953824749,3.132136571,2.882818941,3.467755597
2908,94.08650787,86.00707941,90.48599846,76.13263982,85.03379252,77.24758672
2911,19.24913571,16.4177109,8.456010255,6.240357134,12.37787208,8.608716848
2916,9.545744304,13.37627974,12.74725628,16.66939648,10.02919138,14.37774647
2937,41.48157133,34.0815079,30.9401308,23.25346492,38.01442461,10.38138247
2938,0,0.955133065,0,0,0.480913497,0
2939,0,0,0,0,0,7.917634715
2941,1.9004778,3.375554529,9.402465122,6.262832122,0.95237718,15.77203631
2943,2.880136139,6.754287206,4.701001808,7.249793491,5.747600496,7.04838493
2947,3.840181518,3.348671027,2.353730144,2.59494359,4.308753583,5.946733351
2979,11.46851819,30.51160999,25.85583178,21.36391969,17.61980917,17.11771805
2980,5.281279925,9.182995371,10.34220398,6.20999354,7.619017444,4.041019307
2983,0,0.479715043,0.946690722,0,0,0
2993,1.924913571,2.87279119,1.875488938,3.100400446,3.308493512,2.504839417
2994,2.401143786,1.932743358,1.894033348,2.087556331,1.910766823,2.009987247
2996,3.814596698,4.352110941,4.691940678,5.176785477,2.873800248,4.500223901
3013,0,0,0.467966121,0,0,0.991122225
3015,8.636287067,7.257147947,4.690534571,8.279685723,7.116082279,4.014277756
3017,4.277978801,6.768658289,8.905854116,2.609898566,6.618209865,8.041443634
3018,0.478992352,0,0,0.522238005,0,0
3028,34.76323544,34.93970323,34.43434535,27.78409858,33.05064964,23.79894836
3040,47.72872152,49.31533225,47.61816519,50.11418513,40.4768615,31.5398623
3041,0.956985836,2.392129682,2.812383653,3.131275598,2.391112057,3.974202806
3051,7.645678795,5.265867337,4.688722345,5.209186399,4.761885902,3.011699039
3057,91.26709251,80.41192402,102.7694641,103.7045386,102.3831597,107.8293476
3059,0,0,0,0,0,0
3060,0,30.16776274,11.85931269,0,6.705334945,6.047103521
3062,29.27881864,42.13229767,36.31116312,29.00582459,35.07385345,27.25223249
3065,0.955709849,0.964982753,0.938388136,1.04183728,0.957933416,0.993553816
3079,6.689968945,7.178537556,7.576133394,6.204867294,7.619017444,6.041472797
3097,0.956635105,3.837382017,3.309850513,3.110200257,2.857131541,1.983245697
3195,18.61001333,19.10897106,18.93381444,17.4936917,17.29691365,15.8579556
3198,14.76088993,7.674764035,9.448784959,12.53050382,10.52750676,13.38786771
3199,37.32244762,20.62597063,25.5694502,34.12677012,28.58214495,34.19008807
3200,17.08348263,12.92481082,13.55105267,20.32191929,11.49520099,17.84943553
3204,12.80740751,20.71658952,22.43708502,12.42162433,27.13027971,10.08051481
3206,0,0,0,0,0,0
3208,47.51101975,47.29526024,49.15167479,52.09186399,47.05631082,53.36700334
3209,40.35785943,36.85740532,34.5749224,39.61522761,29.53200588,43.03111258
3233,0.962456786,2.410625378,2.362524363,3.104866984,1.892139945,1.004993624
3234,7.683168886,6.732138521,6.149922679,7.23958577,9.002633319,8.538313981
3236,0.9502389,1.929965506,0.943547506,1.562297527,0.472117856,0.993553816
3237,3.83201137,1.440400775,4.722803908,2.069911323,3.363732439,3.467718222
3238,3.809970572,1.443622723,1.885929703,1.044208652,2.386759843,1.48548623
3239,0.9502389,1.439060547,1.412844617,1.552089806,1.427380534,1.495819635
3240,7.199310009,7.195048992,8.018047836,4.144926507,5.212904667,7.517393164
3241,2.887370357,0.959345504,0.940200362,1.044208652,0.957046069,1.006912133
3254,0,1.918691009,1.412526903,1.552089806,1.438846913,0.507116542
3255,0.475582078,1.434763526,1.412526903,1.550467581,1.921879294,0.988703093
3256,0.475582078,1.91456315,2.335837638,1.044208652,0.949137775,0.507116542
3258,0.473500291,0.955133065,0.470422014,1.036896547,1.438846913,0.507116542
3260,0.956985836,0.959345504,0.953507035,0,0,1.001968712
3261,1.424664447,0.48526771,0.467966121,0,0,1.017257996
3262,0.954904049,0.479630462,0,0,0,0.993541358
3263,1.896314225,0,0,0,0,0
3264,0,0,0,0,0,0
3268,1.900246525,0.48526771,0.467966121,0,0,0.507116542
3269,0.473500291,1.439060547,0.470422014,1.036896547,1.421255631,1.00389968
3274,0.475582078,1.439060547,0.933270263,2.069911323,2.377741149,1.014233085
3279,2.383308388,0,0,0.5149259,0,1.490312037
3283,0,0.477566532,0.466635132,1.042267766,0.950360615,0.494351546
3299,5.242902695,4.307931951,2.815164407,5.695878752,3.309716353,3.507830547
3300,7.629193396,11.46538264,11.72862375,13.4544236,9.453362681,8.429865593
3351,2.395375431,0,0.476912374,1.042000408,0.948697958,0
3383,7.592658949,2.398152309,7.03398963,4.176299891,6.618209865,5.596431436
3384,0,0,0,0,0.9600523,0
3413,2.863723291,1.929965506,1.907014069,1.036896547,0.960939647,0
3454,0.474656822,1.433330574,0.469778347,1.560089283,2.847402623,1.014233085
3456,1.422813935,0,0,0,0,0
3467,2.844471338,2.866345659,0,0,0,0.494351546
3468,1.441098407,2.392129682,2.815164407,1.561867041,1.435409562,1.006912133
3469,15.77162611,15.97099025,16.97357787,17.12012912,17.68020738,22.85172531
3471,3.320284692,6.813079632,10.36874532,3.655131318,0,2.520128701
3472,1.920090759,5.789389033,3.744441701,1.552089806,0.957046069,1.982269367
3473,6.718256982,0.477566532,1.410182638,1.562297527,4.289327825,3.467755597
3475,0,0,0,0,38.79825014,0
3499,2.881188332,5.842544211,7.079891592,20.31493808,8.561387759,15.3613718
3500,42.9548993,97.74123349,98.12894064,272.4360043,121.6560505,209.1340469
3502,1.913971673,4.345198723,6.127920168,16.06837411,7.643067293,14.58016976
3503,0.960396111,6.275164229,6.126013882,12.53050382,8.09636868,16.09722335
3504,11.0415522,47.93051999,49.99117896,107.5510331,69.66856809,114.9629207
3505,0.473500291,3.837382017,2.841050023,6.77203221,3.821533646,7.027297758
3507,2.886318163,1.918691009,1.894668777,3.104866984,1.921879294,3.956814864
3508,15.26577277,74.69073792,74.08181304,147.1520073,100.0682921,158.0852045
3524,2.844471338,3.8291263,2.841050023,2.589253711,2.380074389,1.983270614
3525,2.383308388,2.90436036,3.281199528,3.132625955,2.868812276,2.980661449
3529,1.9004778,1.918691009,2.813233407,2.609526978,2.857131541,2.013849183
3537,4.762463215,2.87279119,5.184372662,5.691711377,4.312647161,4.967769081
3538,4.745411843,5.74558238,2.840919761,3.092811944,4.284243268,3.508482177
3558,0.954553318,0,0.469778347,1.043615037,0.961826994,0
3561,1.920090759,3.409761764,2.842003166,1.044208652,1.921879294,2.980661449
3563,2.389553751,5.267192874,5.15192086,3.110689642,3.831733664,4.955611126
3565,8.583427123,9.201570737,7.957942965,7.259148877,9.049400033,7.529807536
3568,11.9281401,1.447919743,0.938388136,1.04183728,0.960939647,1.517066045
3607,4.768245873,9.648981722,6.674549242,40.12399662,10.00243139,18.3442877
3614,21.17404928,18.19623405,21.79384442,21.22894943,23.34745955,22.56269258
3615,9.603961107,12.54367624,11.76818135,12.93439384,12.01307661,15.3613718
3616,61.91983597,75.88456501,73.10730902,63.64211739,74.15265556,77.3096619
3618,52.33555952,56.77641561,77.6688841,55.38288754,74.4227831,82.89291461
3619,0.95457443,0,1.423603096,1.029040688,0.950360615,1.511016222
3621,0.953649175,2.898168571,2.81495832,5.145203441,5.765637883,4.967769081
3622,8.102374096,5.756073026,6.674866956,6.732231544,6.666640263,6.023398079
3623,3.810660534,3.837382017,4.715446227,3.10834862,4.785230345,3.966491394
3624,0,0,0,0,0,0
3632,13.3033446,15.34952807,16.92360651,16.17848,20.87135507,24.04724909
3635,14.73101609,15.92499176,17.33745064,15.5388346,15.23803489,16.56951142
3638,3.337160244,2.878036513,2.370628009,3.117081876,2.380111622,0.494351546
3639,0.951164156,0,0,0,0,0
3640,8.638347741,8.684844778,7.507105084,9.32330076,9.08179409,8.051733911
3647,4.784945452,6.288943247,7.550081714,4.699072612,5.737624552,4.514826665
3652,11.45463981,9.249084027,8.526009497,7.239011844,6.673567924,5.516206785
3654,0.475582078,0,0,0.521807519,1.90072123,0.496770679
3667,0,9.655380198,11.82625444,10.35299849,9.002633319,4.036265529
3668,13.34675291,1.936409401,0.953507035,1.043778166,1.900935586,8.518861252
3669,2.881188332,2.388463638,1.875488938,1.042000408,1.425149209,1.987120091
3670,11.45830344,10.55288513,9.377444689,12.92976435,9.553834116,6.008808532
3677,37.62071337,55.16240879,59.89011201,128.2339241,118.0658567,215.0783611
3685,23.04950666,25.57481929,26.02866586,27.39595809,29.16348002,33.1365723
3686,13.38484813,12.65884579,13.25367011,11.39177253,11.81762048,11.39694798
3687,2.887370357,2.410625378,2.860521104,3.108256305,2.850298418,5.9995479
3723,4.772872152,5.291737746,5.626466813,8.279645292,4.761885902,3.956314241
3752,4.772872152,3.83004993,4.223974556,4.146933676,3.794791831,3.974215265
3753,0,0,0,0,0,0
3765,1.909106636,2.392129682,2.362524363,2.073793095,2.381849083,2.00779936
3787,3.822839397,3.343912191,3.760801446,2.586820373,2.882818941,3.011699039
3788,2.863723291,2.866345659,2.820601085,3.104866984,2.857131541,2.503337547
3800,0,0,0,0.520029761,0.472117856,0
3815,102.7599724,73.09165656,71.03643293,79.1939719,75.91423212,72.35192244
3817,2.887370357,4.343368736,3.788066697,6.26525191,4.274783157,5.50469573
3833,16.7443413,16.45804204,17.44477138,18.52273239,18.13082967,22.37967592
3841,6.681873224,2.894948259,1.889756992,3.616548435,3.801442461,4.576148528
3847,3.824242322,2.889449194,2.803803759,4.168001632,3.348158126,5.009843561
3853,4.288962924,1.450250464,3.283011754,2.082327288,0.960939647,2.503337547
3886,4.783175526,3.373770439,3.78549203,4.137287954,3.813467385,4.958176535
3888,6.676424875,7.232808588,6.158694705,7.295874362,6.696316251,6.935436444
3889,37.78982213,41.62878156,41.83859426,50.00463392,46.2176228,56.75920581
3907,24.81893519,15.4103957,13.57328062,14.09668312,14.29006838,10.01468089
3908,4.778549247,1.93624024,0.934601253,1.036733419,1.910766823,0
3910,4.275612423,1.929965506,1.894033348,1.043778166,1.904754361,1.00389968
3912,13.36865669,5.286244987,7.10571138,5.69236389,5.265256495,2.503337547
3926,27.36026298,26.38204366,22.69931956,21.91934148,17.72371499,20.09987247
3927,53.41828062,44.13040069,47.47979643,50.80088607,39.51793039,34.23501252
