id,GMCSF,MCF7,T47D,MDA-MB-231,UIVC1,UIVC4
41199,18.61756606,13.51386354,13.67185222,18.59685696,15.72721024,14.74872849
41200,13.85990495,11.46538264,13.19796533,16.02691381,13.33376494,15.26189486
41201,36.09230482,65.18353351,52.90424952,61.0145284,38.43936058,40.18320332
41202,0,2.866345659,2.834877377,5.678830244,2.871138207,3.469758091
41203,0,1.918691009,1.417438688,4.135996496,2.394118288,3.011661664
41205,2.880136139,1.947514737,3.31242518,3.104866984,2.86990667,3.011661664
41206,30.69054202,54.93813405,20.83205818,56.0978748,0,4.959305371
41207,0,2.871844725,1.869683742,4.163793604,0.960939647,1.004493
41208,7.68075748,11.19337682,14.10558009,13.05300918,7.606564144,6.551689002
41233,8.638347741,8.617612343,11.75282635,7.830556669,10.44051552,6.94135994
41234,5.246266879,4.343368736,3.738405012,4.175112663,3.324422542,2.980661449
41235,3.335604346,4.777242765,2.842003166,4.651402742,2.857131541,6.041547548
41236,5.736363483,4.841023503,3.781894051,5.145203441,2.873800248,3.966491394
41279,0,0,0,0,0,0
41281,10.49014092,7.66009986,18.2707209,12.50206401,8.621400744,8.031197438
41284,0,0,0,0,0,0
41285,1.896314225,0.959345504,2.349535404,2.589941084,0.948697958,0.991635307
41287,0,0,0,0,0,0
41289,0,0,0,0,0,0
41293,12.85590465,4.787562413,20.59795332,16.66618387,5.256711055,6.458130951
41294,0,0,0.467966121,0,0,0
41298,12.41628814,2.894694517,16.41505877,14.58800571,8.60972001,9.035097118
41299,0,0,0,0,0,0
41302,18.72169564,45.08915412,0,18.2340367,25.93039306,27.7773744
41333,0,0,0,0,0,0
41338,1.432217183,0.964982753,0.940200362,0,0.9600523,0
41339,2.371665028,2.894694517,2.841050023,3.626417616,1.900048239,2.974905921
41349,2.880136139,2.894694517,3.750977876,2.586820373,1.90072123,1.98224445
41357,2.874928678,6.784239584,2.842003166,11.94247801,2.868812276,13.5006717
41358,8.533414015,14.12431477,19.27378558,12.51383792,19.55842456,2.535582712
41361,53.46672327,60.65085611,70.48774828,68.39606773,56.41997476,52.21380058
41362,0.478992352,0.477882021,0.940200362,1.036896547,0.948697958,2.520128701
41366,0,0.477566532,0,1.562030169,1.441853144,0
41367,0,0.477566532,0,2.084000816,0.960939647,0
41368,1.911633879,0,0.467966121,0,0,0
41378,0,0,0,0,0,0
41385,4.783175526,3.384329145,4.673006265,5.179611533,2.381849083,4.007874848
41386,32.0500115,23.15958607,25.56778352,28.81313927,25.71418387,23.04528038
41389,22.85982343,17.23674714,20.56122757,18.75662655,19.60077244,18.52077714
41406,5.727446582,5.732691318,5.607607518,5.700745426,5.237274621,6.023323328
41408,10.56049918,9.146229601,10.37552771,9.845526672,9.57933416,9.531880255
41409,0,0,0.947334389,1.554985423,0.95237718,1.017257996
41435,7.629193396,9.076918998,8.015015181,8.293867353,8.062924359,9.024647096
41442,10.91548813,10.03205206,9.92669211,10.86147525,10.47614899,11.049423
41444,1.909106636,0.955133065,0.940200362,2.073793095,1.423701312,0
41496,7.140948791,10.07308551,3.31698454,9.838883702,4.274783157,5.086289982
41497,0.947000581,0.488489658,1.892746015,0,0.473340696,0
41530,2.375134622,6.269019495,4.72439248,5.731368591,2.857131541,3.96461026
41533,2.860947524,2.894694517,2.860521104,4.167349119,6.693895311,5.935222296
41534,2.847247106,2.921272106,5.201304854,4.175112663,3.828184276,5.516816548
41538,25.29792754,18.33467231,19.40405481,11.46021008,17.68823092,10.90234448
41542,21.97493033,12.0970719,12.6191134,4.69708331,19.48423222,14.12366091
41543,9.569890904,2.878036513,5.624654587,3.096518674,4.316540739,3.966908033
41544,17.68374727,8.278548606,9.535070346,16.06325217,12.44924083,10.16955505
41575,0,0,0,0,0,0
41576,108.8353512,53.72334824,58.69482476,38.29335948,89.9815627,62.97173845
41581,4.30564608,1.440400775,8.503906463,1.042000408,3.813467385,3.471639224
41585,3.361189166,1.914393988,1.869683742,3.131334497,2.370393405,2.980686366
41587,4.778549247,7.166021892,5.673010305,7.768584337,5.251154819,6.011168094
41598,1.443509813,0.957512483,1.409978709,1.04183728,0.957933416,1.983270614
41599,6.681873224,6.715418531,5.607607518,6.262668994,6.657099747,7.04847214
41610,32.11178939,52.82013131,46.06302059,43.83884609,59.62952789,124.6004925
41614,235.083059,495.2647477,456.7304865,407.8091567,134.7671903,197.4933285
41616,511.7094489,894.2780367,870.8307159,1755.308594,1079.046671,1630.186722
41621,0,0,0,0,0,0
41622,326.0799837,111.200872,460.9548036,1265.5922,686.2514093,1224.392812
41627,0,0,0,0,0,0
41664,7.70140794,0.955448553,1.409864923,1.562297527,0.956270759,1.004493
41666,10.9853483,1.947514737,2.362524363,1.563971055,2.866150235,2.002936177
41668,1.443159082,0.479630462,0.467966121,0,0,0
41672,2.405265136,0,0,0,0.472117856,0
41676,0,0,0,0,0,0
41684,1.925264302,2.878036513,3.296324507,2.088091047,2.842425352,2.013849183
41685,4.310931171,0,0,0,0,0
41687,61.95398906,61.14870739,58.52741405,54.43194531,57.17635268,57.51484781
41693,77.80601814,72.3348378,77.66771258,73.63863727,61.46947998,80.29406733
41694,13.82939328,59.81828162,43.87461938,23.84929125,73.17408815,48.21088322
41696,17.65792182,23.45029439,22.637515,23.83390578,30.46941915,25.28187291
41697,30.84829966,36.45504459,40.65715099,35.26357278,37.42364744,38.65182107
41702,0.9502389,2.878036513,2.803803759,3.087122065,2.377741149,1.987107632
41709,1.918030084,0.96812012,3.27310087,3.132625955,0.957046069,3.509833041
41710,2.406668061,0.479630462,2.337168628,4.136578196,0.952144006,2.007774443
41711,1.422582659,1.914393988,0,1.034144549,1.424055219,0
41712,7.623425456,10.03205206,7.151779331,6.732231544,9.57346692,8.03994899
41720,4.2938798,6.703179443,7.096613401,4.169126877,7.15312005,6.940274709
41727,0.481053027,3.821478724,1.407522816,1.042267766,1.437072219,2.494199258
41733,1.420500872,0.955448553,0.47659466,0,0.477019919,0
41752,3.792628451,3.350419468,3.29727765,3.110200257,2.866150235,1.987107632
41753,4.774520245,3.349157514,4.682067396,3.109058378,2.857131541,1.987120091
41754,8.552150101,9.11365542,8.529322714,8.273156393,8.139400933,8.926524146
41755,0,0,0,0,0,0
41760,15.67847922,11.07644438,19.54609992,14.48985363,15.85417316,17.60114287
41761,6.2008874,5.329513161,1.409864923,1.565853042,7.114226401,5.50102664
41762,14.30386583,13.3775417,19.30741052,13.98756879,14.33392996,20.58511014
41763,4.776282426,6.221255982,3.748640757,2.088091047,7.587567098,5.449129394
41764,7.221056375,21.81370988,9.043442609,36.75353743,30.51459458,12.46303995
41780,10.97358679,14.4747413,14.64114356,12.50204736,13.81030045,13.55976928
41781,2.8507167,2.904614102,2.830642518,2.087556331,2.866150235,3.005906136
41807,7.652075,5.839322264,6.07291166,6.251398352,9.527396333,7.419278182
41808,4.772872152,6.764601752,4.767535173,9.325024179,7.145034191,6.023323328
41812,2.880136139,8.199577067,7.079891592,10.80452167,6.702497756,6.450344788
41814,0,0,0,0,0,0
41815,2.881188332,4.380297185,5.606276529,7.202473706,5.246860382,4.502727018
41836,0.95457443,0.964982753,1.410182638,1.043778166,1.906062706,1.98224445
41837,0,0,0,0.520029761,0,0
41844,5.240413659,11.48842786,2.817620299,10.80533278,0.472117856,1.993196093
41853,3.829235602,2.889395591,4.685285729,3.087122065,2.840615429,5.596431436
41856,3.34178637,1.929796344,2.353094715,2.585959401,4.765156765,3.964488901
41857,0,0,0,0,0,0
41881,3.361189166,3.359945525,0.476912374,2.087393203,2.846093874,0.989203716
41882,18.24498356,14.46561718,20.72117683,10.37460853,23.28567468,18.46971716
41883,0,0,0,0,0,0
41901,6.737197499,7.242483772,6.085191124,3.132625955,6.671219471,5.452381805
41903,10.97744483,14.36395595,16.92425018,21.75779413,16.28876165,20.06929391
41915,3.31912816,3.859592689,5.158500692,4.689156638,3.362845091,6.011812273
41928,13.8739445,14.12109282,7.026740726,19.16497426,13.45404241,8.930361164
41930,2.8507167,2.889449194,1.872826958,2.588718995,1.906062706,1.498844547
41932,0.95457443,0.957512483,1.409978709,1.042000408,0.953366846,2.473259602
41935,4.772872152,5.276442564,4.240825156,4.139822646,4.284243268,2.974905921
41936,8.591169873,6.274656744,7.507105084,11.40880296,7.602884922,9.53175567
41937,5.727446582,6.702587378,4.223974556,6.737909331,3.828184276,5.519820288
41956,0.956635105,0.964982753,1.410622376,1.04183728,1.429397099,1.499845793
41957,0.953649175,0.477882021,0.953507035,0,0,0
41960,0,0,1.417756403,0,2.851081846,0.507116542
42057,0.956635105,0,1.892746015,2.60946808,3.328549874,1.003887221
42058,4.783175526,3.852598925,19.41061943,5.170722745,21.89469921,4.035263779
42059,1.9004778,3.859592689,3.760801446,2.088091047,4.761885902,3.467718222
42061,1.909148861,2.878036513,7.579211778,2.084535532,3.801442461,3.020736399
42063,0.96004538,2.894694517,5.680144332,3.110200257,3.309716353,2.510594945
42064,1.430717403,2.878036513,2.829689375,1.037163905,1.90072123,0
42065,1.896314225,2.872537448,3.275875569,2.07432781,2.378180562,1.503682812
42066,1.433566783,0.964898172,1.416151355,3.087122065,0.95237718,2.003937424
42067,2.870957509,6.687824383,2.353730144,3.131334497,2.866150235,3.974215265
42070,10.05126212,5.733322295,7.117900605,16.14758896,8.571394624,12.38781825
42071,0,0,0.47659466,0,0,0
42075,21.85919573,28.7177875,1.876776271,23.97215862,3.363732439,15.76296158
42076,5.747908229,6.714826465,0,16.45816211,1.426071785,0
42077,0.481053027,0,0.470422014,0,0,2.520128701
42078,0,0,0,0,0,0
42079,14.83057961,0,1.880810739,15.55341511,1.914092138,6.060540311
42080,13.74769987,14.84108718,3.760801446,16.69963501,4.323784739,7.11173124
42088,0.96004538,0.964898172,0.947334389,1.04183728,0.948697958,1.00389968
42092,2.870957509,2.404181483,3.781894051,5.183667095,3.831733664,5.007340444
42166,15.75196507,14.39018257,15.01421017,13.56911615,15.37503435,15.56174655
42173,11.44379009,5.732691318,7.501955751,11.31944757,8.577204347,9.421858472
42174,0,0,0,0,0,0
42177,0.955709849,0.957597063,0.946373008,0,0.948697958,0.494351546
42178,0,0,0,0.521807519,0,0
42182,0,0,0,0,0,0.49485217
42184,56.3740887,47.96727522,38.53984716,47.1259573,57.98671442,67.00900697
42210,0.955709849,0.964898172,0.933270263,2.058081377,0.480913497,1.003887221
42214,2.381955171,2.872537448,2.841050023,3.104866984,2.396780329,3.956814864
42215,1.920090759,0.477882021,2.343455059,2.058081377,0.946681393,0.991622849
42225,2.382606926,0.968204701,2.357723113,1.550200223,1.434953335,0.991122225
42230,0,0,0,0,0,0.507116542
42254,168.0552091,158.2970813,137.2673218,144.870803,135.4898282,112.5592967
42256,5.734259096,6.262273167,7.507105084,7.24468963,4.29035747,5.531406094
42261,22.48366045,25.08735248,18.43287559,26.9088472,20.92727244,18.84128535
42262,0,0,6.195730581,0,5.28028765,5.071165424
42282,3.368072653,0.964898172,1.887095012,0,0.949137775,0
42283,124.8779191,99.8641422,87.12766351,60.55507085,82.95628654,69.42026439
42285,64.59945479,38.29407155,48.2718397,43.48565869,48.32932337,24.02272035
42286,2.844471338,0.48526771,0.946373008,0.520029761,1.438846913,0
42290,4.303525423,1.918691009,1.876776271,1.04183728,2.871138207,0.993553816
42294,76.51183419,63.88706871,63.91436654,52.64004279,58.27781824,40.1801784
42295,20.07727219,32.82107721,18.11695137,37.83093854,39.27137648,20.86470489
42296,60.12930628,60.62775258,51.3711653,48.97401918,46.95752407,40.26362534
42297,56.66337053,70.30254469,44.05170697,59.40263793,49.90313036,44.84101685
42299,1.924913571,5.815511347,0.953507035,7.833302714,13.77838931,5.464589594
42302,0,1.935433593,0.953507035,1.04183728,3.803329771,0
42325,0.951164156,0,1.399905395,1.043615037,0.954039838,0
42326,0.474656822,1.438975966,0.469778347,1.034144549,0,0.993566275
42338,3.800030345,5.756073026,4.673006265,5.179611533,3.309716353,4.025932124
42340,0.473500291,0.477882021,0.934601253,0,0,0
42353,0.95457443,1.450250464,1.412526903,2.087556331,0.95237718,1.498844547
42362,15.74635337,16.75135331,13.71900045,18.64622705,15.15960188,17.85329746
42363,3.320747396,2.904614102,2.362524363,4.176182094,3.809443973,3.467755597
42366,7.162926252,6.81630158,4.72439248,6.252002448,6.190305974,5.961322897
42369,13.38742052,10.16176205,12.2226047,12.5040049,11.34550263,11.55001302
42370,4.751194501,5.778898387,4.205040144,4.175112663,4.284243268,4.94601858
42376,17.16869865,37.82600051,25.29259358,17.75181444,25.65973661,22.80761206
42377,5.756150928,5.254809297,8.463090588,6.262668994,7.595526476,3.020773774
42379,1.42840434,3.351221444,3.301648466,2.604565293,1.915866832,2.00779936
42388,3.792628451,3.898251422,3.782847194,4.662512089,4.282784669,4.958114243
42389,2.375134622,2.878036513,1.875488938,3.131334497,0.944235712,3.022032444
42395,7.619941144,12.44251196,10.81198233,13.47753445,12.393769,11.40477151
42397,0.951164156,0,0,0,0,0
42441,3.344712981,2.878036513,2.860838818,2.589253711,2.871138207,2.504545121
42442,3.826540421,4.30460423,6.592649014,6.743349931,4.312647161,5.452381805
42443,1.896314225,1.918691009,2.353094715,1.044208652,1.906733693,1.990171181
42446,2.378485576,2.899115036,3.750977876,3.102433647,4.312647161,1.982269367
42447,2.381955171,3.821794212,0,2.058081377,0,0
42448,2.383308388,5.261487573,1.412844617,3.647971871,1.422832379,1.503682812
42453,18.52919592,16.94796957,20.97715476,19.7010344,19.51499797,21.80496304
42456,1.920792221,4.352110941,2.353730144,3.624896746,3.794791831,2.00779936
42457,4.321234546,3.376997057,4.255270378,3.108256305,3.801442461,2.523990637
42458,29.35826391,44.04946491,43.44979595,40.95389124,38.22934313,27.75009169
42461,9.99478101,2.388779127,2.839119023,3.131334497,2.848110439,8.451346011
42482,2.378485576,3.828787976,1.875488938,1.034144549,1.897395916,1.983245697
42483,2.845165318,3.352167909,1.412526903,1.036352793,1.890917104,0.496783137
42484,0,0,0,1.029851801,0,0
42486,6.195021116,1.437142944,5.626466813,3.602047965,3.31943457,2.972974953
42488,0,2.866661147,0,0,0,0
42490,0,0,0,1.028229576,0,0
42493,0.481053027,0,3.75300011,1.036733419,2.365480641,1.994697963
42563,3.320747396,2.398321471,2.839119023,2.604565293,2.381849083,3.517507078
42564,2.861434805,0.968204701,3.296324507,2.08367456,1.908508387,3.011699039
42565,4.783175526,2.394909169,3.30889737,5.690752507,2.836375657,3.517556911
42566,2.856107217,3.898251422,1.410182638,3.109058378,1.434953335,5.019498399
42567,3.359128491,3.401709214,2.335837638,3.132136571,0.960939647,2.013849183
42568,3.344275406,1.462247027,4.291258227,1.043941294,3.317064097,1.003887221
42569,5.246266879,8.198247814,3.814345853,6.218116756,6.186542055,5.949737091
42570,2.878075464,3.85395544,0.943229792,2.586820373,1.434953335,4.463262073
42571,1.91327021,1.443622723,1.869202506,1.042267766,0.960939647,1.495819635
42572,6.20955846,4.383519132,7.152732474,1.566179299,5.687446801,2.00779936
42575,0.957984705,0.966371679,3.281199528,0,1.917098369,0
42576,0,0,0.470422014,0,0,0
42592,5.688942676,5.842544211,5.207093957,6.68917003,4.726069921,4.015598719
42593,5.774740713,5.756073026,5.208459698,5.701419052,3.363732439,3.966491394
42603,0,2.866345659,0,0,0.477019919,0.507116542
42604,1.905023494,0.959345504,0.940200362,1.551822448,1.424055219,1.524374539
42612,0.481403758,0,0,1.566283528,0.472117856,0
42613,0.960396111,2.39196052,4.246209248,1.044208652,0.948697958,1.00389968
42624,5.727319907,12.44466047,9.459773193,16.0728088,11.02207465,10.53577993
42627,0,0.477566532,0.467966121,0.5149259,0.472117856,0
42642,0.96004538,1.915194127,1.872826958,5.169674447,1.906733693,1.987107632
42643,0,0,0,0.520029761,0,0
42673,0,3.821794212,0.940200362,1.034955661,0,0
42677,9.603961107,11.46538264,11.34965978,10.87764272,10.00700916,9.000447803
42679,4.800226898,4.841023503,4.290622798,5.209186399,3.781834209,3.471639224
42681,2.881188332,7.166021892,4.264661357,3.132625955,6.652524306,2.523990637
42686,3.338212437,3.347093585,1.417756403,3.649097116,4.300440296,2.993641764
42687,0,0,0.470422014,0,0,1.483555262
42727,6.200820197,4.796727522,5.201643385,1.562030169,3.809508722,1.987107632
42759,2.406668061,4.787985317,4.220756223,6.216512609,4.761885902,3.517556911
42762,5.736093338,0,0,0,0,0
42764,0,0,0,0,0,0
42810,74.13648518,88.28204024,99.16504931,88.7577354,90.99250511,95.6372469
42814,0,0.963149731,0.937744469,0.520029761,0.477019919,1.00389968
42819,0,0,0,2.581941606,0,0
42822,4.266994677,0,0.47659466,0,0,0
42824,3.322597755,1.432699597,4.246209248,0,6.146092009,1.997428579
42826,3.804656624,10.52916693,6.632041978,0,8.524036651,6.441159648
42828,0,0,0,0,0,0
42829,2.393524919,0.964898172,0.944878496,6.251023679,1.429397099,1.00389968
42830,6.676424875,6.273903674,7.556486252,7.24468963,7.207491027,7.016864685
42831,6.637099789,7.239959865,6.197954582,8.279645292,7.15312005,7.436212109
42856,5.687786145,7.187463162,7.151461617,10.43761853,3.36639448,2.040565816
42860,12.3769123,11.48665291,9.439838706,14.48162851,7.655722305,16.8541528
42864,21.80761359,27.48550479,28.60425789,24.30186419,30.03250229,33.19936452
42873,1.432217183,0.96605619,1.870327409,0.521807519,5.713624916,1.5006579
42893,6.720317657,5.756073026,5.148702527,4.167349119,4.727292761,3.011661664
42905,5.258757604,4.345198723,5.156688466,5.689704208,5.747600496,6.924426012
42908,0.481053027,2.409678913,0.469778347,0.520029761,0.480913497,0
42938,1.420500872,0.955764041,0,0,0,0
42940,0,0,0,0,0,4.015548885
42942,5.235963505,5.732691318,5.618480875,7.766712832,3.779388528,1.987082715
42945,1.422582659,2.393076147,0.953507035,2.071844613,0.956270759,0
42952,0.956635105,0.964982753,1.894033348,3.131334497,1.43162802,3.966970326
42953,11.47962126,9.55448553,7.521602893,9.915974138,6.666640263,8.941984346
42954,0.954553318,0.477566532,0.940844028,2.595763742,0.957046069,0.989704339
42958,0.96004538,0.959345504,1.880400723,2.073793095,0.95237718,4.45645869
42964,0,0,0,0,0,0
42980,17.15160765,19.71871958,11.74555452,15.51358595,17.96371249,21.76198113
42985,5.770575652,1.914393988,9.377214935,13.54305783,0.956270759,1.496820882
42986,0,0,0,0,0,0
42989,0,0.963149731,0,0,0,0
43004,4.291713562,3.38021597,4.23122346,7.30644716,6.218538049,4.007874848
43005,4.291713562,4.304544321,5.627872921,6.262832122,4.300440296,3.500758306
43006,0.949313644,3.826977789,0.947016674,1.040059522,0.954039838,0
43008,0.949313644,3.821794212,0.947016674,2.609037594,0.954039838,0
43011,3.818213271,3.832221275,3.753552542,2.609898566,2.856432018,2.498789594
43013,5.762376664,2.866345659,6.157056706,3.132567057,3.344169538,3.530877853
43023,0,0,0,0,0,0
43024,4.283470862,6.715418531,4.259759569,8.232325506,4.274783157,4.015598719
43025,0,0,0,0,0,0
43052,6.696445736,8.135819131,8.043304123,6.26525191,6.705533912,5.452456556
43058,2.869905316,2.409678913,3.281593451,3.100935161,1.910766823,2.503337547
43059,13.84819851,13.39663006,14.63012497,13.98879751,10.02919138,9.524834951
43060,26.6066892,32.4852508,24.91627508,26.93704939,21.89140384,16.81646317
43061,0,0,0,1.560089283,0,0
43062,6.692424064,6.698822514,5.211678031,7.203284818,6.665008041,7.026045357
43064,0.474656822,0.477882021,0.467966121,1.034955661,0,1.001968712
43065,1.9004778,1.439060547,1.886459583,3.115074706,1.427734442,0.991622849
43066,1.894001162,3.828787976,2.343452901,1.566179299,3.809508722,4.514826665
43068,0.473500291,0.955448553,0.934601253,1.562030169,0.95237718,0.991622849
43069,0,0,0,0,0,0
43070,1.443509813,0.96605619,2.369340675,6.77203221,2.388105826,5.947880874
43071,1.426746234,3.837382017,4.239554299,6.173433017,4.743489789,7.027210549
43072,5.225851323,5.263551503,4.218650597,4.112918303,6.657099747,5.935222296
43077,2.378485576,1.918691009,1.402567375,0,1.90072123,3.509833041
43083,0,0,0,0,0,0
43094,23.86436076,37.26249357,30.30171971,31.59657535,24.18877308,19.82026208
43105,1.439388463,2.878036513,0.953507035,4.69933997,2.36303496,1.983245697
43109,6.196551869,3.822425189,6.629116719,3.131823882,5.732300469,5.946733351
43115,2.862969991,6.700378958,3.814028138,7.828254678,5.72552516,5.516816548
43119,1.420500872,0.48526771,0,0.522238005,0,0
43122,0,0,0,0,0,0
43123,0,0,0.946373008,0,0,0
43130,0,0,0,0.521807519,0.473340696,0
43133,5.762376664,7.728449523,8.024452374,10.44002475,10.00146621,8.97491781
43134,4.751194501,6.703179443,6.149922679,8.874171707,5.704955741,5.50469573
43135,1.443159082,0,0,0,0,0
43137,2.391211856,1.456694359,3.745653916,3.102433647,1.904754361,0.993541358
43169,2.870957509,1.4442537,1.416469069,1.550467581,0.477019919,1.517066045
43171,2.881188332,1.929796344,1.880400723,2.07432781,2.857131541,1.484055886
43203,18.76773195,12.92222701,11.82625444,16.18536778,10.89758355,11.51050052
43205,1.432217183,4.308841342,2.362524363,2.61038795,2.378180562,2.007774443
43226,153.4848313,145.0266962,152.1624755,129.7940134,151.042276,122.629429
43227,15.75813224,16.76258799,23.58074479,17.10954838,15.33472181,32.21752015
43228,292.4097493,283.4584198,287.7110269,244.4084787,267.7560173,242.2846301
43229,8.552150101,15.98853948,11.7754331,15.01931088,14.70918448,15.27096959
43230,1.907298349,2.39196052,1.892746015,2.08367456,1.89827555,1.98224445
43231,19.68932597,34.05706144,42.13915568,40.91359089,41.05814226,53.50833527
43232,0.473500291,0.477882021,0.953507035,0,0,1.495819635
43234,1.920090759,1.929965506,2.363159791,2.08367456,2.378180562,2.967611148
43235,5.248020535,5.265615432,5.618480875,4.116162753,5.256711055,6.011168094
43242,4.29749622,5.743181964,5.159906799,5.695878752,5.692187747,5.516816548
43285,10.02473666,5.789389033,6.616771428,5.728090916,5.262250264,4.014340049
43287,3.359128491,0.48526771,2.350179071,2.610329052,0,0
43288,0.474656822,0,0,2.056459152,0,0
43289,4.773555966,9.649827531,5.215276011,3.610633462,7.136902671,9.54221366
43300,0.9502389,0.959345504,0.934601253,1.034955661,0.472117856,0
43307,1.904985286,3.837382017,3.301648466,3.653142016,2.376405868,4.007874848
43308,4.772872152,5.789389033,4.767535173,5.742465622,5.692187747,4.512323548
43312,7.648484644,10.03268304,6.614149471,3.653513603,3.343676077,2.497274003
43313,29.15647424,33.38685534,30.47216467,31.31367123,23.4674219,24.59037545
43314,0.956635105,0.973757369,1.906696355,1.036733419,0.949137775,1.006924591
43316,0.956635105,2.90436036,2.809240437,1.562297527,0.957046069,1.983245697
43338,1.9004778,0.96812012,1.872826958,2.605482078,1.912541517,1.017257996
43347,20.07727219,17.23522469,17.99935338,12.50204736,17.5565978,14.06991073
43351,1.924913571,3.366069261,1.880400723,1.550467581,2.393455014,1.983245697
43352,14.79935279,12.99144284,18.94650613,8.851172485,14.28216009,12.88932802
43353,3.314502034,1.941070842,1.411266042,6.779795753,0,0
43371,0,0,0,0,0,0
43372,19.09017751,18.18399496,24.98859305,16.05940668,18.12734099,17.38722293
43373,0,0,3.266445921,0,2.840044178,0
43374,24.35400498,22.22654861,14.95495104,22.81172404,17.61388757,21.36136344
43379,0.473500291,0,0.47659466,0.520029761,0,0
43388,14.83036962,16.2426254,16.08834113,15.65667248,13.8145568,12.89109703
43427,38.71653396,18.35506762,16.51721998,6.261690225,47.61553371,8.942096472
43428,3.788002325,0,9.381425463,0,4.753572616,0
43430,20.45002935,45.83851498,50.96184257,65.72337099,3.339139432,56.46306628
43432,0.951164156,2.871590982,0,2.588392739,1.416353568,2.980661449
43447,20.51911996,23.10802183,21.06773167,19.18387619,19.8546296,15.60065201
43472,0,0,0,0,0,0
43473,13.3674523,13.88424091,11.36742269,8.801493241,10.53009082,10.56589201
43474,4.779107501,3.843635793,5.673010305,6.737909331,4.775797558,5.596431436
43505,2.386076521,1.456609778,1.417756403,0.521970647,1.43162802,2.973366676
43506,2.386076521,3.376997057,2.833682345,2.585959401,1.904754361,2.00779936
43509,3.336091627,3.871036348,7.476810025,2.06658522,3.808800906,1.997428579
43510,1.423970466,2.39402445,1.893381444,0,2.859094059,0
43521,4.740785564,2.866345659,3.283011754,4.659525959,2.871138207,2.48389077
43530,1.924913571,2.398406051,3.763912782,1.044208652,3.345151895,3.014980871
43531,2.887370357,5.315734144,4.736671943,3.622371093,5.742276414,2.993641764
43537,2.376059878,4.307931951,2.363159791,2.08367456,0.953366846,1.500682817
43539,0.960396111,0.477882021,0.937744469,0,0.953366846,0
43595,0,0.968204701,0.938388136,2.058081377,0.95237718,2.973404051
43637,3.34178637,2.913219556,2.364455363,3.647319358,1.914092138,1.987107632
43638,1.909106636,1.932112381,1.875488938,3.110200257,1.921879294,3.011661664
43640,1.924913571,1.947514737,2.819729847,3.12551184,3.328101765,3.020736399
43648,1.90190463,0,0,0,1.901429046,0
43654,0,0,2.353730144,0,0,0
43655,4.812283928,5.745074895,2.842003166,4.167349119,3.807846065,3.966491394
43669,0.954904049,1.443622723,1.880400723,1.550467581,2.381849083,2.503337547
43673,3.826540421,7.658943485,8.993572082,7.76046112,9.009455766,10.90248152
43679,0,0,0,0,0,0
43743,2.399083112,0.957196994,1.874114292,2.60936385,1.429397099,1.496820882
43746,2.378485576,1.92213572,0.943229792,1.550467581,1.906985282,3.004404266
43748,0,0,0,0.5149259,0,1.500682817
43749,4.745411843,2.873100372,4.23122346,5.185819526,6.212981814,3.974215265
43750,1.920090759,0.48526771,1.894033348,3.12551184,1.921879294,1.983270614
43753,0,0,0,0,0,0
43756,4.319173871,0,3.285380334,11.48576045,0.961826994,4.45116641
43757,0,0,0,0,0,2.040565816
43765,4.740785564,4.786407874,3.296324507,3.131334497,2.882818941,2.013849183
43788,0,1.945099436,0,0,0.473340696,0
43790,0,0,0,0,0,0
43792,1.918380816,2.920014823,3.75109665,8.748062519,3.825178045,7.504628167
43793,0,0,1.876776271,0.514114788,0.475357262,0
43796,0.962456786,0.479715043,0.943229792,2.087660561,0.947475117,2.007774443
43805,0,0,0,0,0,0
43806,4.299266298,4.792853405,8.015015181,1.040059522,6.665008041,2.000453491
43814,49.10642919,38.74252319,37.40498456,50.80088607,39.12442193,35.20401888
43817,3.335604346,9.093745922,5.665876278,4.167349119,2.857131541,5.029831804
43827,0.956985836,1.915194127,1.430101695,1.044208652,0.955383412,0.496770679
43831,1.91327021,2.432782448,1.880400723,4.136578196,1.921879294,1.987107632
43868,23.04709525,27.05840701,25.57562285,39.67992877,24.75848138,34.27760043
43871,6.200820197,7.166021892,6.674549242,10.34955661,6.165528443,6.441084897
43873,2.863723291,2.866345659,1.409335042,4.689100825,3.336103277,0.49485217
43874,11.04817238,14.60636053,13.58922205,24.32400998,16.19373738,13.38804213
43876,2.383308388,1.936409401,2.362524363,4.662512089,1.904754361,3.518778206
43880,0.956635105,1.918691009,1.880400723,5.209186399,1.904754361,2.980661449
43897,10.02473666,10.03236755,8.516977422,7.830126183,8.140487247,7.929077469
43898,10.02473666,10.53263731,11.83307075,7.308318665,8.598450704,28.1092429
43899,3.826540421,2.871590982,2.383926444,3.109058378,2.372753177,1.496820882
43900,7.636595443,7.66009986,8.443037327,6.732231544,6.198865857,9.045430523
43902,1.907298349,0.968204701,0.940200362,1.044208652,0.955383412,1.993196093
43903,0,0,0,0,0,0
43904,5.727446582,5.732691318,5.673010305,5.695878752,4.776917058,4.960032752
43905,47.54081318,39.06428285,43.71963865,46.44820994,43.52421011,13.59034785
43906,3.840181518,2.866345659,2.357723113,3.645541601,3.794791831,1.983245697
43916,6.698900854,2.871590982,2.819957418,2.087556331,1.912541517,0.993553816
43917,1.441098407,2.398406051,1.416151355,1.044208652,0.960939647,1.00389968
43936,15.35660472,11.03251559,12.22324837,10.4183728,10.47614899,11.52798464
